MA,RSI,MACD,WILLR,KDJ,Gross Profit,Gross Loss,Profit Factor,Count
10,10,"(48,104,9)",5,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
10,10,"(48,104,9)",20,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
10,10,"(48,104,9)",10,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
10,20,"(48,104,9)",20,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
10,20,"(48,104,9)",10,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,10,"(48,104,9)",10,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,10,"(48,104,9)",5,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
10,5,"(48,104,9)",10,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
10,5,"(48,104,9)",20,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
10,5,"(48,104,9)",5,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
10,20,"(48,104,9)",5,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,10,"(48,104,9)",20,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
5,10,"(48,104,9)",20,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,5,"(48,104,9)",5,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,5,"(48,104,9)",20,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,5,"(48,104,9)",10,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,20,"(48,104,9)",5,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,20,"(48,104,9)",20,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,20,"(48,104,9)",10,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
5,5,"(48,104,9)",10,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
5,10,"(48,104,9)",10,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
5,10,"(48,104,9)",5,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
5,20,"(48,104,9)",10,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
5,5,"(48,104,9)",20,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
5,5,"(48,104,9)",5,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
5,20,"(48,104,9)",5,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
5,20,"(48,104,9)",20,"(36,3,3)",357.9819066947106,90.52175052844308,3.954650728746437,8
20,20,"(24,52,9)",10,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
5,5,"(24,52,9)",20,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
5,5,"(24,52,9)",5,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
5,5,"(24,52,9)",10,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
5,20,"(24,52,9)",20,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
5,20,"(24,52,9)",10,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
5,20,"(24,52,9)",5,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
5,10,"(24,52,9)",10,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
20,5,"(24,52,9)",20,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
10,5,"(24,52,9)",5,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
10,5,"(24,52,9)",10,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
10,5,"(24,52,9)",20,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
20,20,"(24,52,9)",20,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
20,10,"(24,52,9)",5,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
20,10,"(24,52,9)",20,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
20,5,"(24,52,9)",10,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
20,20,"(24,52,9)",5,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
20,10,"(24,52,9)",10,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
10,20,"(24,52,9)",5,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
10,20,"(24,52,9)",20,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
10,20,"(24,52,9)",10,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
10,10,"(24,52,9)",10,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
10,10,"(24,52,9)",5,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
10,10,"(24,52,9)",20,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
5,10,"(24,52,9)",20,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
5,10,"(24,52,9)",5,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
20,5,"(24,52,9)",5,"(36,3,3)",334.8495388302325,101.4704935430114,3.2999695491605765,9
20,5,"(48,104,9)",10,"(18,3,3)",493.3344244519209,158.58147819833516,3.1109208342409063,13
20,20,"(48,104,9)",10,"(18,3,3)",493.3344244519209,158.58147819833516,3.1109208342409063,13
20,20,"(48,104,9)",20,"(18,3,3)",493.3344244519209,158.58147819833516,3.1109208342409063,13
20,20,"(48,104,9)",5,"(18,3,3)",493.3344244519209,158.58147819833516,3.1109208342409063,13
